x-min,y-mni,z-mni,x-tal,y-tal,z-tal,dist1,BA1,AnatA1,AnatB1,dist2,BA2,AnatA2,AnatB2,dist3,BA3,AnatA3,AnatB3
-24,-4,-13,-24,-4,-11,1,Amygdala,Parahippocampal Gyrus,Limbic Lobe,5,Brodmann area 34,Parahippocampal Gyrus,Limbic Lobe,7,Brodmann area 37,Parahippocampal Gyrus,Limbic Lobe
-17,-4,-13,-17,-4,-11,2,Brodmann area 37,Parahippocampal Gyrus,Limbic Lobe,3,Amygdala,Parahippocampal Gyrus,Limbic Lobe,6,Brodmann area 34,Parahippocampal Gyrus,Limbic Lobe
-10,-4,-13,-10,-4,-11,6,Brodmann area 34,Parahippocampal Gyrus,Limbic Lobe,7,Amygdala,Parahippocampal Gyrus,Limbic Lobe,7,Brodmann area 37,Parahippocampal Gyrus,Limbic Lobe
18,-4,-13,18,-4,-11,2,Brodmann area 37,Parahippocampal Gyrus,Limbic Lobe,3,Amygdala,Parahippocampal Gyrus,Limbic Lobe,6,Brodmann area 34,Parahippocampal Gyrus,Limbic Lobe
25,-4,-13,25,-4,-11,2,Amygdala,Parahippocampal Gyrus,Limbic Lobe,6,Brodmann area 34,Parahippocampal Gyrus,Limbic Lobe,8,Brodmann area 37,Parahippocampal Gyrus,Limbic Lobe
39,-4,-13,39,-4,-11,4,Brodmann area 21,Sub-Gyral,Temporal Lobe,7,Brodmann area 13,Sub-Gyral,Temporal Lobe,9,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
46,-4,-13,46,-4,-11,5,Brodmann area 21,Sub-Gyral,Temporal Lobe,7,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
53,-4,-13,52,-4,-11,4,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,6,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,7,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
60,-4,-13,59,-4,-11,4,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,9,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,10,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-59,3,-13,-58,2,-11,3,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,5,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-52,3,-13,-51,2,-11,2,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,3,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,9,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-45,3,-13,-45,2,-11,4,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 13,Sub-Gyral,Temporal Lobe,5,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
-38,3,-13,-38,2,-11,3,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 13,Sub-Gyral,Temporal Lobe,7,Brodmann area 21,Sub-Gyral,Temporal Lobe
-31,3,-13,-31,2,-11,5,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,6,Brodmann area 34,Parahippocampal Gyrus,Limbic Lobe,7,Brodmann area 13,Inferior Frontal Gyrus,Temporal Lobe
-24,3,-13,-24,2,-11,2,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,5,Amygdala,Parahippocampal Gyrus,Limbic Lobe,8,Brodmann area 37,Parahippocampal Gyrus,Limbic Lobe
-17,3,-13,-17,2,-11,3,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,4,Brodmann area 37,Parahippocampal Gyrus,Limbic Lobe,8,Amygdala,Parahippocampal Gyrus,Limbic Lobe
-10,3,-13,-10,2,-11,2,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,6,Brodmann area 25,Subcallosal Gyrus,Frontal Lobe,8,Brodmann area 37,Parahippocampal Gyrus,Limbic Lobe
-3,3,-13,-3,2,-11,4,Brodmann area 25,Subcallosal Gyrus,Frontal Lobe,6,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,15,Brodmann area 37,Parahippocampal Gyrus,Limbic Lobe
4,3,-13,4,2,-11,3,Brodmann area 25,Subcallosal Gyrus,Frontal Lobe,5,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,14,Brodmann area 37,Parahippocampal Gyrus,Limbic Lobe
11,3,-13,11,2,-11,3,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,7,Brodmann area 25,Subcallosal Gyrus,Frontal Lobe,7,Brodmann area 37,Parahippocampal Gyrus,Limbic Lobe
18,3,-13,18,2,-11,4,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,4,Brodmann area 37,Parahippocampal Gyrus,Limbic Lobe,8,Amygdala,Parahippocampal Gyrus,Limbic Lobe
25,3,-13,25,2,-11,2,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,5,Amygdala,Parahippocampal Gyrus,Limbic Lobe,9,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe
32,3,-13,32,2,-11,5,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,6,Brodmann area 34,Parahippocampal Gyrus,Limbic Lobe,7,Brodmann area 13,Inferior Frontal Gyrus,Temporal Lobe
39,3,-13,39,2,-11,3,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 13,Sub-Gyral,Temporal Lobe,7,Brodmann area 21,Sub-Gyral,Temporal Lobe
46,3,-13,46,2,-11,4,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,4,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,6,Brodmann area 13,Sub-Gyral,Temporal Lobe
53,3,-13,52,2,-11,2,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,3,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
60,3,-13,59,2,-11,2,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,6,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-52,10,-13,-51,9,-11,1,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,8,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-38,10,-13,-38,9,-11,3,Brodmann area 13,Extra-Nuclear,Sub-lobar,4,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,7,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe
-31,10,-13,-31,9,-11,4,Brodmann area 13,Inferior Frontal Gyrus,Temporal Lobe,5,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,7,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-24,10,-13,-24,9,-11,5,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,5,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,7,Brodmann area 13,Inferior Frontal Gyrus,Frontal Lobe
-17,10,-13,-17,9,-11,4,Brodmann area 13,Subcallosal Gyrus,Frontal Lobe,4,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,5,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe
-10,10,-13,-10,9,-11,5,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,8,Brodmann area 13,Subcallosal Gyrus,Frontal Lobe
-3,10,-13,-3,9,-11,2,Brodmann area 25,Subcallosal Gyrus,Frontal Lobe,8,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,11,Brodmann area 32,Anterior Cingulate,Limbic Lobe
4,10,-13,4,9,-11,2,Brodmann area 25,Subcallosal Gyrus,Frontal Lobe,7,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,10,Brodmann area 32,Anterior Cingulate,Limbic Lobe
11,10,-13,11,9,-11,5,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,7,Brodmann area 13,Subcallosal Gyrus,Frontal Lobe
18,10,-13,18,9,-11,4,Brodmann area 13,Subcallosal Gyrus,Frontal Lobe,5,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,5,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe
25,10,-13,25,9,-11,5,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,5,Brodmann area 34,Subcallosal Gyrus,Frontal Lobe,6,Brodmann area 13,Inferior Frontal Gyrus,Frontal Lobe
32,10,-13,32,9,-11,3,Brodmann area 13,Inferior Frontal Gyrus,Temporal Lobe,6,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,6,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
39,10,-13,39,9,-11,3,Brodmann area 13,Extra-Nuclear,Sub-lobar,3,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,7,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe
46,10,-13,46,9,-11,3,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,7,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,8,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
53,10,-13,52,9,-11,1,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,8,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-52,17,-13,-51,16,-12,1,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,6,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,9,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-45,17,-13,-45,16,-12,3,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,10,Brodmann area 13,Extra-Nuclear,Sub-lobar
-38,17,-13,-38,16,-12,2,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,6,Brodmann area 13,Inferior Frontal Gyrus,Frontal Lobe,7,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-31,17,-13,-31,16,-12,1,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,3,Brodmann area 13,Inferior Frontal Gyrus,Frontal Lobe,10,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-3,17,-13,-3,16,-12,3,Brodmann area 25,Subcallosal Gyrus,Frontal Lobe,5,Brodmann area 32,Anterior Cingulate,Limbic Lobe,8,Brodmann area 11,Rectal Gyrus,Frontal Lobe
4,17,-13,4,16,-12,3,Brodmann area 25,Subcallosal Gyrus,Frontal Lobe,5,Brodmann area 32,Anterior Cingulate,Limbic Lobe,8,Brodmann area 11,Rectal Gyrus,Frontal Lobe
11,17,-13,11,16,-12,4,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe,6,Brodmann area 47,Subcallosal Gyrus,Frontal Lobe,7,Brodmann area 13,Subcallosal Gyrus,Frontal Lobe
32,17,-13,32,16,-12,2,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,4,Brodmann area 13,Inferior Frontal Gyrus,Frontal Lobe,9,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
39,17,-13,39,16,-12,2,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,6,Brodmann area 13,Inferior Frontal Gyrus,Frontal Lobe,6,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
46,17,-13,46,16,-12,2,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,10,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
53,17,-13,52,16,-12,1,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,7,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,9,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-45,24,-13,-45,23,-12,1,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,6,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,10,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe
-3,24,-13,-3,23,-12,3,Brodmann area 25,Subcallosal Gyrus,Frontal Lobe,4,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,4,Brodmann area 32,Anterior Cingulate,Limbic Lobe
4,24,-13,4,23,-12,2,Brodmann area 25,Subcallosal Gyrus,Frontal Lobe,4,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 32,Anterior Cingulate,Limbic Lobe
32,24,-13,32,23,-12,5,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,8,Brodmann area 13,Extra-Nuclear,Sub-lobar,9,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe
39,24,-13,39,23,-12,5,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,10,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,10,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe
46,24,-13,46,23,-12,2,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,6,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,11,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe
-45,31,-13,-45,29,-12,2,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,5,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,11,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-38,31,-13,-38,29,-12,2,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,4,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,14,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-31,31,-13,-31,29,-12,1,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,5,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,13,Brodmann area 13,Extra-Nuclear,Sub-lobar
-24,31,-13,-24,29,-12,2,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,4,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,13,Brodmann area 13,Extra-Nuclear,Sub-lobar
-3,31,-13,-3,29,-12,2,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 32,Anterior Cingulate,Limbic Lobe
4,31,-13,4,29,-12,2,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,4,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 32,Anterior Cingulate,Limbic Lobe
25,31,-13,25,29,-12,2,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,4,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,13,Brodmann area 13,Extra-Nuclear,Sub-lobar
46,31,-13,46,29,-12,3,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,6,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,11,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-52,38,-13,-51,36,-13,3,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,8,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,13,Brodmann area 10,Inferior Frontal Gyrus,Frontal Lobe
-38,38,-13,-38,36,-13,3,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,6,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,16,Brodmann area 10,Inferior Frontal Gyrus,Frontal Lobe
-31,38,-13,-31,36,-13,2,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe,16,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
-24,38,-13,-24,36,-13,3,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,6,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,14,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe
-10,38,-13,-10,36,-13,5,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe,6,Brodmann area 32,Anterior Cingulate,Limbic Lobe,7,Brodmann area 11,Inferior Frontal Gyrus,Frontal Lobe
-3,38,-13,-3,36,-13,3,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 32,Anterior Cingulate,Limbic Lobe,8,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe
4,38,-13,4,36,-13,3,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 32,Anterior Cingulate,Limbic Lobe,7,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe
25,38,-13,25,36,-13,3,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,6,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe,15,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe
32,38,-13,32,36,-13,2,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,6,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,17,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
39,38,-13,39,36,-13,3,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,6,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe,16,Brodmann area 10,Inferior Frontal Gyrus,Frontal Lobe
-45,45,-13,-45,43,-13,3,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,3,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,9,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
-38,45,-13,-38,43,-13,7,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,9,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe,12,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
-31,45,-13,-31,43,-13,1,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,8,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe,12,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
-24,45,-13,-24,43,-13,3,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,9,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe,10,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
-10,45,-13,-10,43,-13,7,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe,7,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,9,Brodmann area 32,Anterior Cingulate,Limbic Lobe
-3,45,-13,-3,43,-13,1,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe,7,Brodmann area 32,Anterior Cingulate,Limbic Lobe
4,45,-13,4,43,-13,1,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe,7,Brodmann area 32,Anterior Cingulate,Limbic Lobe
25,45,-13,25,43,-13,2,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,9,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe,10,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
32,45,-13,32,43,-13,2,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,8,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe,12,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
39,45,-13,39,43,-13,6,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,8,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe,12,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
46,45,-13,46,43,-13,2,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,4,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,9,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
-38,52,-13,-38,50,-13,5,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,9,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe,11,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe
-31,52,-13,-31,50,-13,4,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,8,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe,14,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe
-24,52,-13,-24,50,-13,1,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,7,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe,13,Brodmann area 32,Anterior Cingulate,Limbic Lobe
-3,52,-13,-3,50,-13,1,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe,11,Brodmann area 32,Anterior Cingulate,Limbic Lobe
4,52,-13,4,50,-13,1,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe,11,Brodmann area 32,Anterior Cingulate,Limbic Lobe
25,52,-13,25,50,-13,1,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,8,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe,14,Brodmann area 32,Anterior Cingulate,Limbic Lobe
32,52,-13,32,50,-13,4,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,8,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe,14,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe
39,52,-13,39,50,-13,4,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,8,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe,10,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe
-38,59,-13,-38,57,-14,3,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,7,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe,14,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe
-31,59,-13,-31,57,-14,2,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,6,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe,20,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe
-24,59,-13,-24,57,-14,2,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,6,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe,18,Brodmann area 32,Anterior Cingulate,Limbic Lobe
-3,59,-13,-3,57,-14,3,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,6,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe,16,Brodmann area 32,Anterior Cingulate,Limbic Lobe
4,59,-13,4,57,-14,2,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,6,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe,16,Brodmann area 32,Anterior Cingulate,Limbic Lobe
18,59,-13,18,57,-14,3,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,7,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe,15,Brodmann area 32,Anterior Cingulate,Limbic Lobe
25,59,-13,25,57,-14,3,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,6,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe,19,Brodmann area 32,Anterior Cingulate,Limbic Lobe
32,59,-13,32,57,-14,3,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,6,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe,19,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe
39,59,-13,39,57,-14,4,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe,7,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe,13,Brodmann area 47,Middle Frontal Gyrus,Frontal Lobe
-17,66,-13,-17,63,-14,3,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,6,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe,19,Brodmann area 32,Anterior Cingulate,Limbic Lobe
-10,66,-13,-10,63,-14,2,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,6,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe,19,Brodmann area 32,Anterior Cingulate,Limbic Lobe
-3,66,-13,-3,63,-14,5,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,7,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe,21,Brodmann area 32,Anterior Cingulate,Limbic Lobe
4,66,-13,4,63,-14,4,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,7,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe,21,Brodmann area 32,Anterior Cingulate,Limbic Lobe
11,66,-13,11,63,-14,3,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,6,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe,19,Brodmann area 32,Anterior Cingulate,Limbic Lobe
18,66,-13,18,63,-14,2,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,6,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe,20,Brodmann area 32,Anterior Cingulate,Limbic Lobe
25,66,-13,25,63,-14,6,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,6,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe,22,Brodmann area 32,Anterior Cingulate,Limbic Lobe
-24,-102,-6,-24,-99,0,1,Brodmann area 18,Cuneus,*,8,Brodmann area 17,Cuneus,Occipital Lobe,13,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe
-17,-102,-6,-17,-99,0,1,Brodmann area 18,Cuneus,Occipital Lobe,6,Brodmann area 17,Cuneus,Occipital Lobe,17,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe
-10,-102,-6,-10,-99,0,2,Brodmann area 17,Cuneus,*,4,Brodmann area 18,Cuneus,*,21,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe
-10,-95,-6,-10,-92,0,2,Brodmann area 17,Lingual Gyrus,Occipital Lobe,8,Brodmann area 18,Lingual Gyrus,Occipital Lobe,19,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe
-3,-95,-6,-3,-92,0,2,Brodmann area 17,Lingual Gyrus,*,3,Brodmann area 18,Lingual Gyrus,Occipital Lobe,22,Brodmann area 30,Cuneus,Occipital Lobe
32,-95,-6,32,-92,0,2,Brodmann area 18,Inferior Occipital Gyrus,Occipital Lobe,8,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe,10,Brodmann area 17,Inferior Occipital Gyrus,Occipital Lobe
-45,-88,-6,-45,-86,-1,2,Brodmann area 18,Inferior Occipital Gyrus,Occipital Lobe,4,Brodmann area 19,Inferior Occipital Gyrus,Occipital Lobe,17,Brodmann area 37,Middle Occipital Gyrus,*
-38,-88,-6,-38,-86,-1,4,Brodmann area 18,Middle Occipital Gyrus,*,7,Brodmann area 19,Middle Occipital Gyrus,*,16,Brodmann area 17,Inferior Occipital Gyrus,Occipital Lobe
-31,-88,-6,-31,-86,-1,2,Brodmann area 18,Middle Occipital Gyrus,*,10,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe,12,Brodmann area 17,Inferior Occipital Gyrus,Occipital Lobe
-3,-88,-6,-3,-86,-1,2,Brodmann area 18,Lingual Gyrus,*,4,Brodmann area 17,Lingual Gyrus,*,17,Brodmann area 30,Cuneus,Occipital Lobe
4,-88,-6,4,-86,-1,3,Brodmann area 18,Lingual Gyrus,*,5,Brodmann area 17,Lingual Gyrus,*,18,Brodmann area 30,Cuneus,Occipital Lobe
39,-88,-6,39,-86,-1,4,Brodmann area 18,Inferior Occipital Gyrus,Occipital Lobe,7,Brodmann area 19,Middle Occipital Gyrus,*,17,Brodmann area 17,Inferior Occipital Gyrus,Occipital Lobe
